0.9992, 0.9909
-0.9994, -0.995
0.9994, 0.9961
-0.9995, -0.991
0.9995, 0.996
-0.9994, -0.9961
0.9994, 0.9909
-0.9992, -0.9909
0.9994, 0.9959
-0.9995, -0.995
0.9994, 0.9909
-0.9994, -0.9909
0.9993, 0.996
-0.9995, -0.9961
0.9994, 0.9909
-0.9992, -0.9909
0.9993, 0.996
-0.9993, -0.9949
0.9994, 0.9909
-0.9994, -0.9909
0.9993, 0.995
-0.9993, -0.9961
0.9995, 0.9909
-0.9994, -0.9909
0.9993, 0.996
-0.9993, -0.995
0.9994, 0.9908
-0.9993, -0.9909
0.9993, 0.995
-0.9993, -0.995
0.9994, 0.9909
-0.9994, -0.991
0.9993, 0.995
-0.9993, -0.995
0.9992, 0.9909
-0.9994, -0.9907
0.9995, 0.995
-0.9994, -0.995
0.9994, 0.9909
-0.9994, -0.9909
0.9994, 0.995
-0.9994, -0.995
0.9992, 0.9909
-0.9992, -0.9909
0.9994, 0.9959
-0.9994, -0.9961
0.9992, 0.9909
-0.9994, -0.9909
0.9993, 0.996
-0.9994, -0.9961
0.9992, 0.9909
-0.997, -0.9909
0.9993, 0.995
-0.9995, -0.9949
0.9994, 0.9992
-0.9994, -0.9993
0.9995, 0.9993
-0.9994, -0.9992
0.9994, 0.9992
-0.9994, -0.9993
0.9994, 0.9993
-0.9995, -0.9993
0.9994, 0.9992
-0.9995, -0.9993
0.9994, 0.9993
-0.9994, -0.9993
0.9994, 0.9993
-0.9994, -0.9993
0.9994, 0.9992
-0.9997, -0.9992
0.9994, 0.9992
-0.9995, -0.9993
0.9994, 0.9995
-0.9997, -0.9993
0.9995, 0.9993
-0.9994, -0.9992
0.9994, 0.9992
-0.9995, -0.9993
0.9994, 0.9993
-0.9995, -0.9993
0.9994, 0.9992
-0.9994, -0.9992
0.9995, 0.9993
-0.9994, -0.9993
0.9994, 0.9992
-0.9994, -0.9992
0.9994, 0.9992
-0.9995, -0.9993
0.9994, 0.9993
-0.9994, -0.9993
0.9994, 0.9993
-0.9994, -0.9992
0.9995, 0.9995
-0.9994, -0.9992
0.9994, 0.9993
-0.9995, -0.9994
0.9994, 0.9992
-0.9997, -0.9992
0.9995, 0.9993
-0.9994, -0.9993
0.9995, 0.9993
-0.9994, -0.9992
0.9995, 0.9993
-0.9994, -0.9992
0.9994, 0.9993
-0.9994, -0.9992
0.9994, 0.9991
-0.9994, -0.9992
0.9995, 0.9994
-0.9994, -0.9992
0.9994, 0.9992
-0.9994, -0.9993
0.9995, 0.9993
-0.9994, -0.9992
0.9994, 0.9993
-0.9994, -0.9992
0.9995, 0.9994
-0.9994, -0.9992
0.9994, 0.9993
-0.9994, -0.9992
0.9995, 0.9994
-0.9995, -0.9993
0.9995, 0.9993
-0.9994, -0.9993
0.9995, 0.9993
-0.9994, -0.9991
0.9994, 0.9993
-0.9994, -0.9992
0.9995, 0.9993
-0.9995, -0.9993
0.9994, 0.9993
-0.9994, -0.9992
0.9995, 0.9993
-0.9994, -0.9992
0.9284, 0.9994
-0.9994, -0.9992
0.9994, 0.9993
-0.9994, -0.9992
0.9995, 0.9993
-0.9994, -0.9992
0.9994, 0.9993
-0.9994, -0.9992
0.9995, 0.9993
-0.9994, -0.9992
0.9994, 0.9992
-0.9994, -0.9992
0.9994, 0.9992
-0.9994, -0.9992
0.9995, 0.9995
-0.9997, -0.9992
0.9995, 0.9993
-0.9994, -0.9992
0.9995, 0.9993
-0.9994, -0.9992
